task_id,condition_id,plate_id,yield,n,experiment_id
hit_08,c_c4be4d3b3e,screen_SCRN_81,0.0,4,hit_000376
hit_08,c_e03a6b9172,screen_SCRN_81,0.0,4,hit_000377
hit_08,c_e34fd39dff,screen_SCRN_81,0.0,4,hit_000378
hit_08,c_e564d7612a,screen_SCRN_81,10.5,4,hit_000379
hit_08,c_e7bd21231d,screen_SCRN_81,0.0,4,hit_000380
hit_08,c_e8d46c9e9a,screen_SCRN_81,0.5,4,hit_000381
hit_08,c_efdcec6f77,screen_SCRN_81,0.0,4,hit_000382
hit_08,c_f7824c77b7,screen_SCRN_81,21.25,4,hit_000383
hit_08,c_fb0fd7c858,screen_SCRN_81,0.0,4,hit_000384
hit_09,c_04d73ea970,screen_SCRN_59,12.0,4,hit_000385
hit_09,c_14f5c30068,screen_SCRN_59,2.5,4,hit_000386
hit_09,c_1d9e641278,screen_SCRN_59,9.0,4,hit_000387
hit_09,c_1f622dc39d,screen_SCRN_59,9.0,4,hit_000388
hit_09,c_23c32c1777,screen_SCRN_59,0.0,4,hit_000389
hit_09,c_24a01a5b7d,screen_SCRN_59,3.0,4,hit_000390
hit_09,c_26f340984c,screen_SCRN_59,0.5,4,hit_000391
hit_09,c_2db771aad0,screen_SCRN_59,5.75,4,hit_000392
hit_09,c_30116215bd,screen_SCRN_59,14.5,4,hit_000393
hit_09,c_3196604cd9,screen_SCRN_59,4.75,4,hit_000394
hit_09,c_32f061b282,screen_SCRN_59,0.0,4,hit_000395
hit_09,c_3c160df052,screen_SCRN_59,0.0,4,hit_000396
hit_09,c_3ee2d5105a,screen_SCRN_59,3.25,4,hit_000397
hit_09,c_3f90fc71ff,screen_SCRN_59,2.25,4,hit_000398
hit_09,c_40534c4f12,screen_SCRN_59,1.25,4,hit_000399
hit_09,c_4076342b87,screen_SCRN_59,0.0,4,hit_000400
hit_09,c_4648614000,screen_SCRN_59,4.5,4,hit_000401
hit_09,c_493aa05fab,screen_SCRN_59,0.0,4,hit_000402
hit_09,c_4fdc95dfd7,screen_SCRN_59,1.0,4,hit_000403
hit_09,c_5570c5f42c,screen_SCRN_59,0.0,4,hit_000404
hit_09,c_577ff4ada9,screen_SCRN_59,0.0,4,hit_000405
hit_09,c_599a93c125,screen_SCRN_59,0.0,4,hit_000406
hit_09,c_5e8279fbea,screen_SCRN_59,0.0,4,hit_000407
hit_09,c_7dc2ed3bef,screen_SCRN_59,4.25,4,hit_000408
hit_09,c_86f3e84f01,screen_SCRN_59,5.5,4,hit_000409
hit_09,c_87611e347b,screen_SCRN_59,11.5,4,hit_000410
hit_09,c_87d08dc489,screen_SCRN_59,5.75,4,hit_000411
hit_09,c_96da66f8fe,screen_SCRN_59,13.75,4,hit_000412
hit_09,c_99aeac08ec,screen_SCRN_59,15.5,4,hit_000413
hit_09,c_9e3adb389c,screen_SCRN_59,0.0,4,hit_000414
hit_09,c_a86e283b14,screen_SCRN_59,6.25,4,hit_000415
hit_09,c_a88c92ca46,screen_SCRN_59,0.0,4,hit_000416
hit_09,c_ad8305297d,screen_SCRN_59,0.75,4,hit_000417
hit_09,c_adf3bba061,screen_SCRN_59,5.5,4,hit_000418
hit_09,c_b4e663cbcf,screen_SCRN_59,5.75,4,hit_000419
hit_09,c_b6552437bf,screen_SCRN_59,7.25,4,hit_000420
hit_09,c_b9c1c9f68d,screen_SCRN_59,10.0,4,hit_000421
hit_09,c_ba1fa7db09,screen_SCRN_59,16.25,4,hit_000422
hit_09,c_c3b27856cb,screen_SCRN_59,2.25,4,hit_000423
hit_09,c_c4be4d3b3e,screen_SCRN_59,9.25,4,hit_000424
hit_09,c_dd752d0e98,screen_SCRN_59,14.75,4,hit_000425
hit_09,c_e03a6b9172,screen_SCRN_59,0.5,4,hit_000426
hit_09,c_e564d7612a,screen_SCRN_59,12.75,4,hit_000427
hit_09,c_e7bd21231d,screen_SCRN_59,30.75,4,hit_000428
hit_09,c_e8d46c9e9a,screen_SCRN_59,13.5,4,hit_000429
hit_09,c_efdcec6f77,screen_SCRN_59,6.0,4,hit_000430
hit_09,c_f7824c77b7,screen_SCRN_59,3.5,4,hit_000431
hit_09,c_fb0fd7c858,screen_SCRN_59,2.5,4,hit_000432
hit_10,c_04d73ea970,screen_SCRN_90,78.0,4,hit_000433
hit_10,c_14f5c30068,screen_SCRN_90,58.0,4,hit_000434
hit_10,c_1d9e641278,screen_SCRN_90,59.5,4,hit_000435
hit_10,c_1f622dc39d,screen_SCRN_90,66.25,4,hit_000436
hit_10,c_23c32c1777,screen_SCRN_90,0.0,4,hit_000437
hit_10,c_24a01a5b7d,screen_SCRN_90,69.75,4,hit_000438
hit_10,c_2db771aad0,screen_SCRN_90,36.0,4,hit_000439
hit_10,c_30116215bd,screen_SCRN_90,80.25,4,hit_000440
hit_10,c_3196604cd9,screen_SCRN_90,54.5,4,hit_000441
hit_10,c_32f061b282,screen_SCRN_90,45.25,4,hit_000442
hit_10,c_3c160df052,screen_SCRN_90,49.25,4,hit_000443
hit_10,c_3ee2d5105a,screen_SCRN_90,69.5,4,hit_000444
hit_10,c_3f90fc71ff,screen_SCRN_90,61.0,4,hit_000445
hit_10,c_40534c4f12,screen_SCRN_90,28.0,4,hit_000446
hit_10,c_4076342b87,screen_SCRN_90,46.25,4,hit_000447
hit_10,c_4648614000,screen_SCRN_90,66.5,4,hit_000448
hit_10,c_493aa05fab,screen_SCRN_90,40.75,4,hit_000449
hit_10,c_4957928872,screen_SCRN_90,60.5,4,hit_000450
hit_10,c_4fdc95dfd7,screen_SCRN_90,54.75,4,hit_000451
hit_10,c_577ff4ada9,screen_SCRN_90,18.75,4,hit_000452
hit_10,c_599a93c125,screen_SCRN_90,2.5,4,hit_000453
hit_10,c_5e8279fbea,screen_SCRN_90,30.75,4,hit_000454
hit_10,c_7dc2ed3bef,screen_SCRN_90,63.5,4,hit_000455
hit_10,c_86f3e84f01,screen_SCRN_90,75.75,4,hit_000456
hit_10,c_87611e347b,screen_SCRN_90,61.0,4,hit_000457
hit_10,c_87d08dc489,screen_SCRN_90,80.25,4,hit_000458
hit_10,c_96da66f8fe,screen_SCRN_90,74.0,4,hit_000459
hit_10,c_99aeac08ec,screen_SCRN_90,64.75,4,hit_000460
hit_10,c_9e3adb389c,screen_SCRN_90,34.0,4,hit_000461
hit_10,c_a86e283b14,screen_SCRN_90,32.25,4,hit_000462
hit_10,c_a88c92ca46,screen_SCRN_90,27.0,4,hit_000463
hit_10,c_aabcb49fef,screen_SCRN_90,55.0,4,hit_000464
hit_10,c_ad8305297d,screen_SCRN_90,40.75,4,hit_000465
hit_10,c_adf3bba061,screen_SCRN_90,86.0,4,hit_000466
hit_10,c_b4e663cbcf,screen_SCRN_90,75.0,4,hit_000467
hit_10,c_b9c1c9f68d,screen_SCRN_90,68.5,4,hit_000468
hit_10,c_ba1fa7db09,screen_SCRN_90,75.75,4,hit_000469
hit_10,c_ba67a9e214,screen_SCRN_90,44.25,4,hit_000470
hit_10,c_c3b27856cb,screen_SCRN_90,51.5,4,hit_000471
hit_10,c_c4be4d3b3e,screen_SCRN_90,53.0,4,hit_000472
hit_10,c_e03a6b9172,screen_SCRN_90,55.0,4,hit_000473
hit_10,c_e34fd39dff,screen_SCRN_90,72.5,4,hit_000474
hit_10,c_e564d7612a,screen_SCRN_90,86.0,4,hit_000475
hit_10,c_e7bd21231d,screen_SCRN_90,79.0,4,hit_000476
hit_10,c_e8d46c9e9a,screen_SCRN_90,79.5,4,hit_000477
hit_10,c_efdcec6f77,screen_SCRN_90,70.0,4,hit_000478
hit_10,c_f7824c77b7,screen_SCRN_90,62.0,4,hit_000479
hit_10,c_fb0fd7c858,screen_SCRN_90,41.25,4,hit_000480
hit_11,c_04d73ea970,screen_SCRN_101,53.75,4,hit_000481
hit_11,c_04d73ea970,screen_SCRN_99,89.0,4,hit_000482
hit_11,c_14f5c30068,screen_SCRN_101,38.25,4,hit_000483
hit_11,c_14f5c30068,screen_SCRN_99,52.75,4,hit_000484
hit_11,c_1c0256b33d,screen_SCRN_101,64.25,4,hit_000485
hit_11,c_1c0256b33d,screen_SCRN_99,92.25,4,hit_000486
hit_11,c_1e7eb55c8b,screen_SCRN_101,63.75,4,hit_000487
hit_11,c_1e7eb55c8b,screen_SCRN_99,71.0,4,hit_000488
hit_11,c_1f622dc39d,screen_SCRN_101,23.75,4,hit_000489
hit_11,c_1f622dc39d,screen_SCRN_99,76.5,4,hit_000490
hit_11,c_23c32c1777,screen_SCRN_101,2.25,4,hit_000491
hit_11,c_23c32c1777,screen_SCRN_99,23.75,4,hit_000492
hit_11,c_2532cb4bab,screen_SCRN_101,58.0,4,hit_000493
hit_11,c_2532cb4bab,screen_SCRN_99,69.5,4,hit_000494
hit_11,c_2db771aad0,screen_SCRN_101,26.25,4,hit_000495
hit_11,c_2db771aad0,screen_SCRN_99,74.5,4,hit_000496
hit_11,c_3196604cd9,screen_SCRN_101,56.25,4,hit_000497
hit_11,c_3196604cd9,screen_SCRN_99,98.75,4,hit_000498
hit_11,c_32f061b282,screen_SCRN_101,25.75,4,hit_000499
hit_11,c_32f061b282,screen_SCRN_99,37.25,4,hit_000500
hit_11,c_3a6884c52d,screen_SCRN_101,8.5,4,hit_000501
hit_11,c_3a6884c52d,screen_SCRN_99,90.75,4,hit_000502
hit_11,c_3b8ab51f06,screen_SCRN_101,73.25,4,hit_000503
hit_11,c_3b8ab51f06,screen_SCRN_99,93.25,4,hit_000504
hit_11,c_3c160df052,screen_SCRN_101,0.0,4,hit_000505
hit_11,c_3c160df052,screen_SCRN_99,35.25,4,hit_000506
hit_11,c_3ee2d5105a,screen_SCRN_101,58.0,4,hit_000507
hit_11,c_3ee2d5105a,screen_SCRN_99,71.5,4,hit_000508
hit_11,c_40534c4f12,screen_SCRN_101,23.75,4,hit_000509
hit_11,c_40534c4f12,screen_SCRN_99,32.0,4,hit_000510
hit_11,c_4076342b87,screen_SCRN_101,7.25,4,hit_000511
hit_11,c_4076342b87,screen_SCRN_99,30.0,4,hit_000512
hit_11,c_4648614000,screen_SCRN_101,17.75,4,hit_000513
hit_11,c_4648614000,screen_SCRN_99,86.25,4,hit_000514
hit_11,c_493aa05fab,screen_SCRN_101,14.0,4,hit_000515
hit_11,c_493aa05fab,screen_SCRN_99,0.0,4,hit_000516
hit_11,c_4957928872,screen_SCRN_101,22.5,4,hit_000517
hit_11,c_4957928872,screen_SCRN_99,87.25,4,hit_000518
hit_11,c_4fdc95dfd7,screen_SCRN_101,51.5,4,hit_000519
hit_11,c_4fdc95dfd7,screen_SCRN_99,87.5,4,hit_000520
hit_11,c_577ff4ada9,screen_SCRN_101,17.5,4,hit_000521
hit_11,c_577ff4ada9,screen_SCRN_99,55.75,4,hit_000522
hit_11,c_599a93c125,screen_SCRN_101,14.0,4,hit_000523
hit_11,c_599a93c125,screen_SCRN_99,35.25,4,hit_000524
hit_11,c_5e8279fbea,screen_SCRN_101,26.25,4,hit_000525
hit_11,c_5e8279fbea,screen_SCRN_99,47.25,4,hit_000526
hit_11,c_71e660ff6b,screen_SCRN_101,23.0,4,hit_000527
hit_11,c_71e660ff6b,screen_SCRN_99,84.75,4,hit_000528
hit_11,c_86f3e84f01,screen_SCRN_101,56.25,4,hit_000529
hit_11,c_86f3e84f01,screen_SCRN_99,84.25,4,hit_000530
hit_11,c_87611e347b,screen_SCRN_101,32.25,4,hit_000531
hit_11,c_87611e347b,screen_SCRN_99,76.0,4,hit_000532
hit_11,c_94f36c1396,screen_SCRN_101,57.75,4,hit_000533
hit_11,c_94f36c1396,screen_SCRN_99,73.75,4,hit_000534
hit_11,c_96da66f8fe,screen_SCRN_101,53.5,4,hit_000535
hit_11,c_96da66f8fe,screen_SCRN_99,61.5,4,hit_000536
hit_11,c_99aeac08ec,screen_SCRN_101,39.0,4,hit_000537
hit_11,c_99aeac08ec,screen_SCRN_99,93.5,4,hit_000538
hit_11,c_9e3adb389c,screen_SCRN_101,20.5,4,hit_000539
hit_11,c_9e3adb389c,screen_SCRN_99,49.75,4,hit_000540
hit_11,c_9eca721d6f,screen_SCRN_101,38.0,4,hit_000541
hit_11,c_9eca721d6f,screen_SCRN_99,68.75,4,hit_000542
hit_11,c_a86e283b14,screen_SCRN_101,8.0,4,hit_000543
hit_11,c_a86e283b14,screen_SCRN_99,62.25,4,hit_000544
hit_11,c_a88c92ca46,screen_SCRN_101,0.0,4,hit_000545
hit_11,c_a88c92ca46,screen_SCRN_99,42.0,4,hit_000546
hit_11,c_aabcb49fef,screen_SCRN_101,26.0,4,hit_000547
hit_11,c_aabcb49fef,screen_SCRN_99,78.75,4,hit_000548
hit_11,c_ad8305297d,screen_SCRN_101,36.75,4,hit_000549
hit_11,c_ad8305297d,screen_SCRN_99,81.25,4,hit_000550
hit_11,c_adf3bba061,screen_SCRN_101,28.25,4,hit_000551
hit_11,c_adf3bba061,screen_SCRN_99,63.0,4,hit_000552
hit_11,c_afb518137f,screen_SCRN_101,70.25,4,hit_000553
hit_11,c_afb518137f,screen_SCRN_99,93.25,4,hit_000554
hit_11,c_b9c1c9f68d,screen_SCRN_101,47.75,4,hit_000555
hit_11,c_b9c1c9f68d,screen_SCRN_99,96.75,4,hit_000556
hit_11,c_ba67a9e214,screen_SCRN_101,12.5,4,hit_000557
hit_11,c_ba67a9e214,screen_SCRN_99,50.5,4,hit_000558
hit_11,c_c3b27856cb,screen_SCRN_101,37.75,4,hit_000559
hit_11,c_c3b27856cb,screen_SCRN_99,95.5,4,hit_000560
hit_11,c_c87657789e,screen_SCRN_101,32.75,4,hit_000561
hit_11,c_c87657789e,screen_SCRN_99,60.0,4,hit_000562
hit_11,c_de1ab90c3c,screen_SCRN_101,53.75,4,hit_000563
hit_11,c_de1ab90c3c,screen_SCRN_99,65.75,4,hit_000564
hit_11,c_e03a6b9172,screen_SCRN_101,66.0,4,hit_000565
hit_11,c_e03a6b9172,screen_SCRN_99,93.5,4,hit_000566
hit_11,c_e564d7612a,screen_SCRN_101,60.5,4,hit_000567
hit_11,c_e564d7612a,screen_SCRN_99,93.5,4,hit_000568
hit_11,c_ec08770cef,screen_SCRN_101,66.25,4,hit_000569
hit_11,c_ec08770cef,screen_SCRN_99,73.5,4,hit_000570
hit_11,c_efdcec6f77,screen_SCRN_101,10.25,4,hit_000571
hit_11,c_efdcec6f77,screen_SCRN_99,84.0,4,hit_000572
hit_11,c_f7824c77b7,screen_SCRN_101,27.5,4,hit_000573
hit_11,c_f7824c77b7,screen_SCRN_99,76.5,4,hit_000574
hit_11,c_fb0fd7c858,screen_SCRN_101,33.5,4,hit_000575
hit_11,c_fb0fd7c858,screen_SCRN_99,84.0,4,hit_000576
